date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
19:34:06	746/746	---M-Z	404	error ('Not%20Found')	text/html	date:Wed,%2022%20Jun%202022%2009:24:44%20GMT	http://www.securedvolcemail.com/sima/index2_files/Chrome/	F:/Shared/phishing_websites/phishing52/phishing52/www.securedvolcemail.com/sima/index2_files/Chrome/index.html	(from https://r4.res.office365.com/owa/prem/16.2478.1.2588899/scripts/boot.worldwide.1.mouse.js)
19:34:06	746/746	---M-Z	404	error ('Not%20Found')	text/html	date:Wed,%2022%20Jun%202022%2009:24:44%20GMT	http://www.securedvolcemail.com/sima/index2_files/Edge/	F:/Shared/phishing_websites/phishing52/phishing52/www.securedvolcemail.com/sima/index2_files/Edge/index.html	(from https://r4.res.office365.com/owa/prem/16.2478.1.2588899/scripts/boot.worldwide.1.mouse.js)
19:34:06	746/746	---M-Z	404	error ('Not%20Found')	text/html	date:Wed,%2022%20Jun%202022%2009:24:44%20GMT	http://www.securedvolcemail.com/sima/index2_files/_a.js	F:/Shared/phishing_websites/phishing52/phishing52/www.securedvolcemail.com/sima/index2_files/_a.17.delayed	(from https://r4.res.office365.com/owa/prem/16.2478.1.2588899/scripts/boot.worldwide.1.mouse.js)
19:34:06	746/746	---M-Z	404	error ('Not%20Found')	text/html	date:Wed,%2022%20Jun%202022%2009:24:44%20GMT	http://www.securedvolcemail.com/sima/index2_files/Version/	F:/Shared/phishing_websites/phishing52/phishing52/www.securedvolcemail.com/sima/index2_files/Version/index.html	(from https://r4.res.office365.com/owa/prem/16.2478.1.2588899/scripts/boot.worldwide.1.mouse.js)
19:34:06	746/746	---M-Z	404	error ('Not%20Found')	text/html	date:Wed,%2022%20Jun%202022%2009:24:44%20GMT	http://www.securedvolcemail.com/sima/index2_files/OWASMIME/	F:/Shared/phishing_websites/phishing52/phishing52/www.securedvolcemail.com/sima/index2_files/OWASMIME/index.html	(from https://r4.res.office365.com/owa/prem/16.2478.1.2588899/scripts/boot.worldwide.1.mouse.js)
19:34:07	746/746	---M-Z	404	error ('Not%20Found')	text/html	date:Wed,%2022%20Jun%202022%2009:24:44%20GMT	http://www.securedvolcemail.com/sima/index2_files/_a.G	F:/Shared/phishing_websites/phishing52/phishing52/www.securedvolcemail.com/sima/index2_files/_a.G	(from https://r4.res.office365.com/owa/prem/16.2478.1.2588899/scripts/boot.worldwide.1.mouse.js)
19:34:07	746/746	---M-Z	404	error ('Not%20Found')	text/html	date:Wed,%2022%20Jun%202022%2009:24:44%20GMT	http://www.securedvolcemail.com/sima/index2_files/_a.cc	F:/Shared/phishing_websites/phishing52/phishing52/www.securedvolcemail.com/sima/index2_files/_a.cc	(from https://r4.res.office365.com/owa/prem/16.2478.1.2588899/scripts/boot.worldwide.1.mouse.js)
19:34:07	746/746	---M-Z	404	error ('Not%20Found')	text/html	date:Wed,%2022%20Jun%202022%2009:24:44%20GMT	http://www.securedvolcemail.com/sima/index2_files/_a.fh	F:/Shared/phishing_websites/phishing52/phishing52/www.securedvolcemail.com/sima/index2_files/_a.fh	(from https://r4.res.office365.com/owa/prem/16.2478.1.2588899/scripts/boot.worldwide.1.mouse.js)
19:34:08	746/746	---M-Z	404	error ('Not%20Found')	text/html	date:Wed,%2022%20Jun%202022%2009:24:44%20GMT	http://www.securedvolcemail.com/sima/index2_files/_a.F.m	F:/Shared/phishing_websites/phishing52/phishing52/www.securedvolcemail.com/sima/index2_files/_a.F.m	(from https://r4.res.office365.com/owa/prem/16.2478.1.2588899/scripts/boot.worldwide.1.mouse.js)
19:34:08	746/746	---M-Z	404	error ('Not%20Found')	text/html	date:Wed,%2022%20Jun%202022%2009:24:44%20GMT	http://www.securedvolcemail.com/sima/index2_files/_a.jS	F:/Shared/phishing_websites/phishing52/phishing52/www.securedvolcemail.com/sima/index2_files/_a.jS	(from https://r4.res.office365.com/owa/prem/16.2478.1.2588899/scripts/boot.worldwide.1.mouse.js)
19:34:09	746/746	---M-Z	404	error ('Not%20Found')	text/html	date:Wed,%2022%20Jun%202022%2009:24:44%20GMT	http://www.securedvolcemail.com/sima/index2_files/_a.Z	F:/Shared/phishing_websites/phishing52/phishing52/www.securedvolcemail.com/sima/index2_files/_a.Z	(from https://r4.res.office365.com/owa/prem/16.2478.1.2588899/scripts/boot.worldwide.1.mouse.js)
19:34:09	746/746	---M-Z	404	error ('Not%20Found')	text/html	date:Wed,%2022%20Jun%202022%2009:24:44%20GMT	http://www.securedvolcemail.com/sima/index2_files/_a.d.G	F:/Shared/phishing_websites/phishing52/phishing52/www.securedvolcemail.com/sima/index2_files/_a.d.G	(from https://r4.res.office365.com/owa/prem/16.2478.1.2588899/scripts/boot.worldwide.1.mouse.js)
19:34:09	746/746	---M-Z	404	error ('Not%20Found')	text/html	date:Wed,%2022%20Jun%202022%2009:24:44%20GMT	http://www.securedvolcemail.com/sima/index2_files/_a.T	F:/Shared/phishing_websites/phishing52/phishing52/www.securedvolcemail.com/sima/index2_files/_a.T	(from https://r4.res.office365.com/owa/prem/16.2478.1.2588899/scripts/boot.worldwide.1.mouse.js)
19:34:10	746/746	---M-Z	404	error ('Not%20Found')	text/html	date:Wed,%2022%20Jun%202022%2009:24:44%20GMT	http://www.securedvolcemail.com/sima/index2_files/_a.gz	F:/Shared/phishing_websites/phishing52/phishing52/www.securedvolcemail.com/sima/index2_files/_a.gz	(from https://r4.res.office365.com/owa/prem/16.2478.1.2588899/scripts/boot.worldwide.1.mouse.js)
19:34:10	746/746	---M-Z	404	error ('Not%20Found')	text/html	date:Wed,%2022%20Jun%202022%2009:24:44%20GMT	http://www.securedvolcemail.com/sima/index2_files/_a.gZ	F:/Shared/phishing_websites/phishing52/phishing52/www.securedvolcemail.com/sima/index2_files/_a.gZ	(from https://r4.res.office365.com/owa/prem/16.2478.1.2588899/scripts/boot.worldwide.1.mouse.js)
19:34:11	746/746	---M-Z	404	error ('Not%20Found')	text/html	date:Wed,%2022%20Jun%202022%2009:24:44%20GMT	http://www.securedvolcemail.com/sima/index2_files/_a.hh	F:/Shared/phishing_websites/phishing52/phishing52/www.securedvolcemail.com/sima/index2_files/_a.hh	(from https://r4.res.office365.com/owa/prem/16.2478.1.2588899/scripts/boot.worldwide.1.mouse.js)
19:34:11	746/746	---M-Z	404	error ('Not%20Found')	text/html	date:Wed,%2022%20Jun%202022%2009:24:44%20GMT	http://www.securedvolcemail.com/sima/index2_files/_a.hH	F:/Shared/phishing_websites/phishing52/phishing52/www.securedvolcemail.com/sima/index2_files/_a.hH	(from https://r4.res.office365.com/owa/prem/16.2478.1.2588899/scripts/boot.worldwide.1.mouse.js)
19:34:11	746/746	---M-Z	404	error ('Not%20Found')	text/html	date:Wed,%2022%20Jun%202022%2009:24:44%20GMT	http://www.securedvolcemail.com/sima/index2_files/_g.js	F:/Shared/phishing_websites/phishing52/phishing52/www.securedvolcemail.com/sima/index2_files/_g.js	(from https://r4.res.office365.com/owa/prem/16.2478.1.2588899/scripts/boot.worldwide.1.mouse.js)
19:34:12	746/746	---M-Z	404	error ('Not%20Found')	text/html	date:Wed,%2022%20Jun%202022%2009:24:44%20GMT	http://www.securedvolcemail.com/sima/index2_files/_g.G	F:/Shared/phishing_websites/phishing52/phishing52/www.securedvolcemail.com/sima/index2_files/_g.G	(from https://r4.res.office365.com/owa/prem/16.2478.1.2588899/scripts/boot.worldwide.1.mouse.js)
19:34:12	746/746	---M-Z	404	error ('Not%20Found')	text/html	date:Wed,%2022%20Jun%202022%2009:24:44%20GMT	http://www.securedvolcemail.com/sima/index2_files/_g.hH	F:/Shared/phishing_websites/phishing52/phishing52/www.securedvolcemail.com/sima/index2_files/_g.hH	(from https://r4.res.office365.com/owa/prem/16.2478.1.2588899/scripts/boot.worldwide.1.mouse.js)
19:34:13	746/746	---M-Z	404	error ('Not%20Found')	text/html	date:Wed,%2022%20Jun%202022%2009:24:44%20GMT	http://www.securedvolcemail.com/sima/index2_files/_g.h	F:/Shared/phishing_websites/phishing52/phishing52/www.securedvolcemail.com/sima/index2_files/_g.h	(from https://r4.res.office365.com/owa/prem/16.2478.1.2588899/scripts/boot.worldwide.1.mouse.js)
19:34:13	746/746	---M-Z	404	error ('Not%20Found')	text/html	date:Wed,%2022%20Jun%202022%2009:24:44%20GMT	http://www.securedvolcemail.com/sima/index2_files/_g.H	F:/Shared/phishing_websites/phishing52/phishing52/www.securedvolcemail.com/sima/index2_files/_g.H	(from https://r4.res.office365.com/owa/prem/16.2478.1.2588899/scripts/boot.worldwide.1.mouse.js)
19:34:14	746/746	---M-Z	404	error ('Not%20Found')	text/html	date:Wed,%2022%20Jun%202022%2009:24:44%20GMT	http://www.securedvolcemail.com/sima/index2_files/_g.M	F:/Shared/phishing_websites/phishing52/phishing52/www.securedvolcemail.com/sima/index2_files/_g.M	(from https://r4.res.office365.com/owa/prem/16.2478.1.2588899/scripts/boot.worldwide.1.mouse.js)
19:34:14	746/746	---M-Z	404	error ('Not%20Found')	text/html	date:Wed,%2022%20Jun%202022%2009:24:44%20GMT	http://www.securedvolcemail.com/sima/index2_files/_g.z	F:/Shared/phishing_websites/phishing52/phishing52/www.securedvolcemail.com/sima/index2_files/_g.z	(from https://r4.res.office365.com/owa/prem/16.2478.1.2588899/scripts/boot.worldwide.1.mouse.js)
19:34:14	746/746	---M-Z	404	error ('Not%20Found')	text/html	date:Wed,%2022%20Jun%202022%2009:24:44%20GMT	http://www.securedvolcemail.com/sima/index2_files/_g.hh	F:/Shared/phishing_websites/phishing52/phishing52/www.securedvolcemail.com/sima/index2_files/_g.hh	(from https://r4.res.office365.com/owa/prem/16.2478.1.2588899/scripts/boot.worldwide.1.mouse.js)
19:34:15	746/746	---M-Z	404	error ('Not%20Found')	text/html	date:Wed,%2022%20Jun%202022%2009:24:44%20GMT	http://www.securedvolcemail.com/sima/index2_files/_g.cc	F:/Shared/phishing_websites/phishing52/phishing52/www.securedvolcemail.com/sima/index2_files/_g.cc	(from https://r4.res.office365.com/owa/prem/16.2478.1.2588899/scripts/boot.worldwide.1.mouse.js)
19:34:15	746/746	---M-Z	404	error ('Not%20Found')	text/html	date:Wed,%2022%20Jun%202022%2009:24:44%20GMT	http://www.securedvolcemail.com/sima/index2_files/_g.g	F:/Shared/phishing_websites/phishing52/phishing52/www.securedvolcemail.com/sima/index2_files/_g.g	(from https://r4.res.office365.com/owa/prem/16.2478.1.2588899/scripts/boot.worldwide.1.mouse.js)
19:34:16	746/746	---M-Z	404	error ('Not%20Found')	text/html	date:Wed,%2022%20Jun%202022%2009:24:44%20GMT	http://www.securedvolcemail.com/sima/index2_files/_g.T	F:/Shared/phishing_websites/phishing52/phishing52/www.securedvolcemail.com/sima/index2_files/_g.T	(from https://r4.res.office365.com/owa/prem/16.2478.1.2588899/scripts/boot.worldwide.1.mouse.js)
19:34:16	746/746	---M-Z	404	error ('Not%20Found')	text/html	date:Wed,%2022%20Jun%202022%2009:24:44%20GMT	http://www.securedvolcemail.com/sima/index2_files/_g.m	F:/Shared/phishing_websites/phishing52/phishing52/www.securedvolcemail.com/sima/index2_files/_g.m	(from https://r4.res.office365.com/owa/prem/16.2478.1.2588899/scripts/boot.worldwide.1.mouse.js)
19:34:16	746/746	---M-Z	404	error ('Not%20Found')	text/html	date:Wed,%2022%20Jun%202022%2009:24:44%20GMT	http://www.securedvolcemail.com/sima/index2_files/_g.jS	F:/Shared/phishing_websites/phishing52/phishing52/www.securedvolcemail.com/sima/index2_files/_g.jS	(from https://r4.res.office365.com/owa/prem/16.2478.1.2588899/scripts/boot.worldwide.1.mouse.js)
19:34:17	746/746	---M-Z	404	error ('Not%20Found')	text/html	date:Wed,%2022%20Jun%202022%2009:24:44%20GMT	http://www.securedvolcemail.com/sima/index2_files/_g.t	F:/Shared/phishing_websites/phishing52/phishing52/www.securedvolcemail.com/sima/index2_files/_g.t	(from https://r4.res.office365.com/owa/prem/16.2478.1.2588899/scripts/boot.worldwide.1.mouse.js)
19:34:17	746/746	---M-Z	404	error ('Not%20Found')	text/html	date:Wed,%2022%20Jun%202022%2009:24:44%20GMT	http://www.securedvolcemail.com/sima/index2_files/_g.fH	F:/Shared/phishing_websites/phishing52/phishing52/www.securedvolcemail.com/sima/index2_files/_g.fH	(from https://r4.res.office365.com/owa/prem/16.2478.1.2588899/scripts/boot.worldwide.1.mouse.js)
19:34:18	746/746	---M-Z	404	error ('Not%20Found')	text/html	date:Wed,%2022%20Jun%202022%2009:24:44%20GMT	http://www.securedvolcemail.com/sima/index2_files/_g.gz	F:/Shared/phishing_websites/phishing52/phishing52/www.securedvolcemail.com/sima/index2_files/_g.gz	(from https://r4.res.office365.com/owa/prem/16.2478.1.2588899/scripts/boot.worldwide.1.mouse.js)
19:34:18	746/746	---M-Z	404	error ('Not%20Found')	text/html	date:Wed,%2022%20Jun%202022%2009:24:44%20GMT	http://www.securedvolcemail.com/sima/index2_files/_g.C	F:/Shared/phishing_websites/phishing52/phishing52/www.securedvolcemail.com/sima/index2_files/_g.C	(from https://r4.res.office365.com/owa/prem/16.2478.1.2588899/scripts/boot.worldwide.1.mouse.js)
19:34:18	746/746	---M-Z	404	error ('Not%20Found')	text/html	date:Wed,%2022%20Jun%202022%2009:24:44%20GMT	http://www.securedvolcemail.com/sima/index2_files/_g.fh	F:/Shared/phishing_websites/phishing52/phishing52/www.securedvolcemail.com/sima/index2_files/_g.fh	(from https://r4.res.office365.com/owa/prem/16.2478.1.2588899/scripts/boot.worldwide.1.mouse.js)
19:34:19	746/746	---M-Z	404	error ('Not%20Found')	text/html	date:Wed,%2022%20Jun%202022%2009:24:44%20GMT	http://www.securedvolcemail.com/sima/index2_files/_g.Z	F:/Shared/phishing_websites/phishing52/phishing52/www.securedvolcemail.com/sima/index2_files/_g.Z	(from https://r4.res.office365.com/owa/prem/16.2478.1.2588899/scripts/boot.worldwide.1.mouse.js)
19:34:19	746/746	---M-Z	404	error ('Not%20Found')	text/html	date:Wed,%2022%20Jun%202022%2009:24:44%20GMT	http://www.securedvolcemail.com/sima/index2_files/_g.gZ	F:/Shared/phishing_websites/phishing52/phishing52/www.securedvolcemail.com/sima/index2_files/_g.gZ	(from https://r4.res.office365.com/owa/prem/16.2478.1.2588899/scripts/boot.worldwide.1.mouse.js)
19:34:19	746/746	---M-Z	404	error ('Not%20Found')	text/html	date:Wed,%2022%20Jun%202022%2009:24:44%20GMT	http://www.securedvolcemail.com/sima/index2_files/_g.cC	F:/Shared/phishing_websites/phishing52/phishing52/www.securedvolcemail.com/sima/index2_files/_g.cC	(from https://r4.res.office365.com/owa/prem/16.2478.1.2588899/scripts/boot.worldwide.1.mouse.js)
19:34:20	746/746	---M-Z	404	error ('Not%20Found')	text/html	date:Wed,%2022%20Jun%202022%2009:24:44%20GMT	http://www.securedvolcemail.com/sima/index2_files/_bc.M	F:/Shared/phishing_websites/phishing52/phishing52/www.securedvolcemail.com/sima/index2_files/_bc.M	(from https://r4.res.office365.com/owa/prem/16.2478.1.2588899/scripts/boot.worldwide.1.mouse.js)
19:34:20	746/746	---M-Z	404	error ('Not%20Found')	text/html	date:Wed,%2022%20Jun%202022%2009:24:44%20GMT	http://www.securedvolcemail.com/sima/index2_files/_bc.z	F:/Shared/phishing_websites/phishing52/phishing52/www.securedvolcemail.com/sima/index2_files/_bc.z	(from https://r4.res.office365.com/owa/prem/16.2478.1.2588899/scripts/boot.worldwide.1.mouse.js)
19:34:21	746/746	---M-Z	404	error ('Not%20Found')	text/html	date:Wed,%2022%20Jun%202022%2009:24:44%20GMT	http://www.securedvolcemail.com/sima/index2_files/_bc.t	F:/Shared/phishing_websites/phishing52/phishing52/www.securedvolcemail.com/sima/index2_files/_bc.t	(from https://r4.res.office365.com/owa/prem/16.2478.1.2588899/scripts/boot.worldwide.1.mouse.js)
19:34:21	746/746	---M-Z	404	error ('Not%20Found')	text/html	date:Wed,%2022%20Jun%202022%2009:24:44%20GMT	http://www.securedvolcemail.com/sima/index2_files/_bc.T	F:/Shared/phishing_websites/phishing52/phishing52/www.securedvolcemail.com/sima/index2_files/_bc.T	(from https://r4.res.office365.com/owa/prem/16.2478.1.2588899/scripts/boot.worldwide.1.mouse.js)
19:34:21	746/746	---M-Z	404	error ('Not%20Found')	text/html	date:Wed,%2022%20Jun%202022%2009:24:44%20GMT	http://www.securedvolcemail.com/sima/index2_files/_bc.G	F:/Shared/phishing_websites/phishing52/phishing52/www.securedvolcemail.com/sima/index2_files/_bc.G	(from https://r4.res.office365.com/owa/prem/16.2478.1.2588899/scripts/boot.worldwide.1.mouse.js)
19:34:22	746/746	---M-Z	404	error ('Not%20Found')	text/html	date:Wed,%2022%20Jun%202022%2009:24:44%20GMT	http://www.securedvolcemail.com/sima/index2_files/_bc.H	F:/Shared/phishing_websites/phishing52/phishing52/www.securedvolcemail.com/sima/index2_files/_bc.H	(from https://r4.res.office365.com/owa/prem/16.2478.1.2588899/scripts/boot.worldwide.1.mouse.js)
19:34:22	746/746	---M-Z	404	error ('Not%20Found')	text/html	date:Wed,%2022%20Jun%202022%2009:24:44%20GMT	http://www.securedvolcemail.com/sima/index2_files/_bc.Z	F:/Shared/phishing_websites/phishing52/phishing52/www.securedvolcemail.com/sima/index2_files/_bc.Z	(from https://r4.res.office365.com/owa/prem/16.2478.1.2588899/scripts/boot.worldwide.1.mouse.js)
19:34:22	746/746	---M-Z	404	error ('Not%20Found')	text/html	date:Wed,%2022%20Jun%202022%2009:24:44%20GMT	http://www.securedvolcemail.com/sima/index2_files/_bc.C	F:/Shared/phishing_websites/phishing52/phishing52/www.securedvolcemail.com/sima/index2_files/_bc.C	(from https://r4.res.office365.com/owa/prem/16.2478.1.2588899/scripts/boot.worldwide.1.mouse.js)
19:34:23	746/746	---M-Z	404	error ('Not%20Found')	text/html	date:Wed,%2022%20Jun%202022%2009:24:44%20GMT	http://www.securedvolcemail.com/sima/index2_files/_bc.c	F:/Shared/phishing_websites/phishing52/phishing52/www.securedvolcemail.com/sima/index2_files/_bc.c	(from https://r4.res.office365.com/owa/prem/16.2478.1.2588899/scripts/boot.worldwide.1.mouse.js)
19:34:23	746/746	---M-Z	404	error ('Not%20Found')	text/html	date:Wed,%2022%20Jun%202022%2009:24:44%20GMT	http://www.securedvolcemail.com/sima/index2_files/_bc.m	F:/Shared/phishing_websites/phishing52/phishing52/www.securedvolcemail.com/sima/index2_files/_bc.m	(from https://r4.res.office365.com/owa/prem/16.2478.1.2588899/scripts/boot.worldwide.1.mouse.js)
19:34:24	746/746	---M-Z	404	error ('Not%20Found')	text/html	date:Wed,%2022%20Jun%202022%2009:24:44%20GMT	http://www.securedvolcemail.com/sima/index2_files/_bc.g	F:/Shared/phishing_websites/phishing52/phishing52/www.securedvolcemail.com/sima/index2_files/_bc.g	(from https://r4.res.office365.com/owa/prem/16.2478.1.2588899/scripts/boot.worldwide.1.mouse.js)
