date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
23:23:46	166/166	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2025%20Dec%202022%2015:23:33%20GMT	https://fleek.ipfs.io/robots.txt		(from )
23:23:46	12932/12932	---MCZ	200	added ('OK')	text/html	etag:W/%22QmQwCY8yuaShncaXwckxBYHeZLzvYMKKKQzfQ4X52gVLee%22	https://fleek.ipfs.io/ipfs/QmQwCY8yuaShncaXwckxBYHeZLzvYMKKKQzfQ4X52gVLee/	F:/Shared/phishing_websites/phishing15/phishing15/fleek.ipfs.io/ipfs/QmQwCY8yuaShncaXwckxBYHeZLzvYMKKKQzfQ4X52gVLee/index.html	(from )
23:23:47	85578/85578	---M--	200	added ('OK')	text/javascript	date:Tue,%2003%20Mar%202020%2019:15:00%20GMT	https://ajax.googleapis.com/ajax/libs/jquery/2.2.4/jquery.min.js	F:/Shared/phishing_websites/phishing15/phishing15/ajax.googleapis.com/ajax/libs/jquery/2.2.4/jquery.min.js	(from https://fleek.ipfs.io/ipfs/QmQwCY8yuaShncaXwckxBYHeZLzvYMKKKQzfQ4X52gVLee/)
23:23:48	86709/86709	---M-Z	200	added ('OK')	application/javascript	etag:W/%2262f659d6-152b5%22	https://code.jquery.com/jquery-3.1.1.min.js	F:/Shared/phishing_websites/phishing15/phishing15/code.jquery.com/jquery-3.1.1.min.js	(from https://fleek.ipfs.io/ipfs/QmQwCY8yuaShncaXwckxBYHeZLzvYMKKKQzfQ4X52gVLee/)
23:23:48	144877/144877	---MCZ	200	added ('OK')	text/css	date:Mon,%2025%20Jan%202021%2022:04:04%20GMT	https://maxcdn.bootstrapcdn.com/bootstrap/4.0.0/css/bootstrap.min.css	F:/Shared/phishing_websites/phishing15/phishing15/maxcdn.bootstrapcdn.com/bootstrap/4.0.0/css/bootstrap.min.css	(from https://fleek.ipfs.io/ipfs/QmQwCY8yuaShncaXwckxBYHeZLzvYMKKKQzfQ4X52gVLee/)
23:23:49	11026/11026	---MCZ	200	added ('OK')	text/javascript	date:Sun,%2025%20Dec%202022%2015:23:36%20GMT	https://kit.fontawesome.com/585b051251.js	F:/Shared/phishing_websites/phishing15/phishing15/kit.fontawesome.com/585b051251.js	(from https://fleek.ipfs.io/ipfs/QmQwCY8yuaShncaXwckxBYHeZLzvYMKKKQzfQ4X52gVLee/)
23:23:49	60312/60312	---MCZ	200	added ('OK')	text/css	etag:W/%22a12ec7ebe75a4d59a5dd6b79e2ba2e16%22	https://kit-free.fontawesome.com/releases/latest/css/free.min.css	F:/Shared/phishing_websites/phishing15/phishing15/kit-free.fontawesome.com/releases/latest/css/free.min.css	(from https://fleek.ipfs.io/ipfs/QmQwCY8yuaShncaXwckxBYHeZLzvYMKKKQzfQ4X52gVLee/)
23:23:49	26682/26682	---MCZ	200	added ('OK')	text/css	etag:W/%2276f34b71fc9fb641507ff6a822cc07f5%22	https://kit-free.fontawesome.com/releases/latest/css/free-v4-shims.min.css	F:/Shared/phishing_websites/phishing15/phishing15/kit-free.fontawesome.com/releases/latest/css/free-v4-shims.min.css	(from https://fleek.ipfs.io/ipfs/QmQwCY8yuaShncaXwckxBYHeZLzvYMKKKQzfQ4X52gVLee/)
