date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
20:36:18	12490/12490	---M-Z	200	added ('OK')	text/html	date:Wed,%2012%20Apr%202023%2012:36:04%20GMT	https://alanqaa-contracting.com/wp-includes/widgets/newnetflix/newnetflix/en/login.php	F:/Shared/phishing_websites/phishing53/phishing53/alanqaa-contracting.com/wp-includes/widgets/newnetflix/newnetflix/en/login.html	(from )
20:36:20	182/182	---MC-	200	added ('OK')	text/plain	date:Wed,%2012%20Apr%202023%2012:36:05%20GMT	https://alanqaa-contracting.com/robots.txt		(from )
20:36:21	134033/134033	---M--	200	added ('OK')	text/css	date:Mon,%2009%20Jan%202023%2020:41:40%20GMT	https://alanqaa-contracting.com/wp-includes/widgets/newnetflix/newnetflix/assets/css/style_login.css	F:/Shared/phishing_websites/phishing53/phishing53/alanqaa-contracting.com/wp-includes/widgets/newnetflix/newnetflix/assets/css/style_login.css	(from https://alanqaa-contracting.com/wp-includes/widgets/newnetflix/newnetflix/en/login.php)
20:36:21	113334/113334	---M--	200	added ('OK')	image/jpeg	date:Wed,%2024%20Mar%202021%2013:49:32%20GMT	https://assets.nflxext.com/ffe/siteui/vlv3/92bb3a0b-7e91-40a0-b27b-f2c3ac9ef6e4/b8a7920f-4849-4fc6-a430-19bf8409828f/MA-en-20210322-popsignuptwoweeks-perspective_alpha_website_small.jpg	F:/Shared/phishing_websites/phishing53/phishing53/assets.nflxext.com/ffe/siteui/vlv3/92bb3a0b-7e91-40a0-b27b-f2c3ac9ef6e4/b8a7920f-4849-4fc6-a430-19bf8409828f/MA-en-20210322-popsignuptwoweeks-perspective_alpha_website_small.jpg	(from https://alanqaa-contracting.com/wp-includes/widgets/newnetflix/newnetflix/en/login.php)
20:36:22	732/732	---M-Z	403	error ('Forbidden')	text/html	date:Wed,%2024%20Aug%202022%2020:17:21%20GMT	https://alanqaa-contracting.com/wp-includes/widgets/newnetflix/newnetflix/en/	F:/Shared/phishing_websites/phishing53/phishing53/alanqaa-contracting.com/wp-includes/widgets/newnetflix/newnetflix/en/index.html	(from https://alanqaa-contracting.com/wp-includes/widgets/newnetflix/newnetflix/en/login.php)
20:36:22	1455/1455	---M--	200	added ('OK')	image/png	date:Thu,%2030%20Jun%202016%2017:48:49%20GMT	https://assets.nflxext.com/ffe/siteui/login/images/FB-f-Logo__blue_57.png	F:/Shared/phishing_websites/phishing53/phishing53/assets.nflxext.com/ffe/siteui/login/images/FB-f-Logo__blue_57.png	(from https://alanqaa-contracting.com/wp-includes/widgets/newnetflix/newnetflix/en/login.php)
20:36:23	40053/40053	---M-Z	404	error ('Not%20Found')	text/html	date:Wed,%2012%20Apr%202023%2012:36:09%20GMT	https://alanqaa-contracting.com/wp-includes/widgets/newnetflix/newnetflix/en/indexx.php	F:/Shared/phishing_websites/phishing53/phishing53/alanqaa-contracting.com/wp-includes/widgets/newnetflix/newnetflix/en/indexx.php	(from https://alanqaa-contracting.com/wp-includes/widgets/newnetflix/newnetflix/en/login.php)
20:36:23	89501/89501	---M--	200	added ('OK')	application/javascript	date:Mon,%2009%20Jan%202023%2020:41:40%20GMT	https://alanqaa-contracting.com/wp-includes/widgets/newnetflix/newnetflix/assets/js/jquery.js	F:/Shared/phishing_websites/phishing53/phishing53/alanqaa-contracting.com/wp-includes/widgets/newnetflix/newnetflix/assets/js/jquery.js	(from https://alanqaa-contracting.com/wp-includes/widgets/newnetflix/newnetflix/en/login.php)
20:36:25	18984/18984	---M--	200	added ('OK')	application/javascript	date:Mon,%2009%20Jan%202023%2020:41:40%20GMT	https://alanqaa-contracting.com/wp-includes/widgets/newnetflix/newnetflix/assets/js/main.js	F:/Shared/phishing_websites/phishing53/phishing53/alanqaa-contracting.com/wp-includes/widgets/newnetflix/newnetflix/assets/js/main.js	(from https://alanqaa-contracting.com/wp-includes/widgets/newnetflix/newnetflix/en/login.php)
