date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
01:51:56	4677/4677	---M-Z	404	error ('Not%20Found')	text/html	date:Wed,%2005%20Oct%202022%2010:36:44%20GMT	http://therockdepartment.com/robots.txt		(from )
01:51:58	254849/254849	---MCZ	200	added ('OK')	text/html	date:Tue,%2031%20May%202022%2001:50:08%20GMT	http://therockdepartment.com/rgs/	F:/Shared/phishing_websites/phishing20/phishing20/therockdepartment.com/rgs/index.html	(from )
01:51:59	85578/85578	---M--	200	added ('OK')	text/javascript	date:Tue,%2003%20Mar%202020%2019:15:00%20GMT	https://ajax.googleapis.com/ajax/libs/jquery/2.2.4/jquery.min.js	F:/Shared/phishing_websites/phishing20/phishing20/ajax.googleapis.com/ajax/libs/jquery/2.2.4/jquery.min.js	(from http://therockdepartment.com/rgs/)
01:52:00	86709/86709	---M-Z	200	added ('OK')	application/javascript	etag:W/%2262f659d6-152b5%22	https://code.jquery.com/jquery-3.1.1.min.js	F:/Shared/phishing_websites/phishing20/phishing20/code.jquery.com/jquery-3.1.1.min.js	(from http://therockdepartment.com/rgs/)
01:52:01	54641/54641	---MCZ	200	added ('OK')	text/css	etag:W/%22251d28bd755f5269a4531df8a81d5664%22	https://use.fontawesome.com/releases/v5.7.0/css/all.css	F:/Shared/phishing_websites/phishing20/phishing20/use.fontawesome.com/releases/v5.7.0/css/all.css	(from http://therockdepartment.com/rgs/)
01:52:01	271751/271751	---M-Z	200	added ('OK')	application/javascript	etag:W/%2262f659d6-42587%22	https://code.jquery.com/jquery-3.3.1.js	F:/Shared/phishing_websites/phishing20/phishing20/code.jquery.com/jquery-3.3.1.js	(from http://therockdepartment.com/rgs/)
01:52:02	17453/17453	---M--	200	added ('OK')	image/jpeg	date:Tue,%2005%20May%202020%2004:11:26%20GMT	http://therockdepartment.com/rgs/images/bg.jpg	F:/Shared/phishing_websites/phishing20/phishing20/therockdepartment.com/rgs/images/bg.jpg	(from http://therockdepartment.com/rgs/)
01:52:03	1592/1592	---M--	200	added ('OK')	image/svg+xml	date:Sat,%2004%20Sep%202021%2021:29:58%20GMT	http://therockdepartment.com/rgs/images/key.svg	F:/Shared/phishing_websites/phishing20/phishing20/therockdepartment.com/rgs/images/key.svg	(from http://therockdepartment.com/rgs/)
01:52:03	19188/19188	---M-Z	200	added ('OK')	application/javascript	etag:%225eb03fa9-4af4%22	https://cdnjs.cloudflare.com/ajax/libs/popper.js/1.12.9/umd/popper.min.js	F:/Shared/phishing_websites/phishing20/phishing20/cdnjs.cloudflare.com/ajax/libs/popper.js/1.12.9/umd/popper.min.js	(from http://therockdepartment.com/rgs/)
01:52:03	48944/48944	---MCZ	200	added ('OK')	application/javascript	date:Mon,%2025%20Jan%202021%2022:04:04%20GMT	https://maxcdn.bootstrapcdn.com/bootstrap/4.0.0/js/bootstrap.min.js	F:/Shared/phishing_websites/phishing20/phishing20/maxcdn.bootstrapcdn.com/bootstrap/4.0.0/js/bootstrap.min.js	(from http://therockdepartment.com/rgs/)
01:52:04	69597/69597	---M-Z	200	added ('OK')	application/javascript	etag:W/%2262f659d6-10fdd%22	https://code.jquery.com/jquery-3.2.1.slim.min.js	F:/Shared/phishing_websites/phishing20/phishing20/code.jquery.com/jquery-3.2.1.slim.min.js	(from http://therockdepartment.com/rgs/)
